,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status
8259,3497312,No,8,0,E2,50.0,70.0,13.33,No,No,Male,Employee Referral,8,Chennai,34.0,8,Joined
8260,3497412,No,0,30,E1,42.86,60.71,12.5,No,No,Male,Direct,2,Noida,34.0,2,Joined
8261,3497430,No,3,30,E1,66.67,66.67,0.0,No,No,Male,Direct,1,Mumbai,34.0,2,Joined
8262,3497528,Yes,21,60,E1,78.57,72.62,-3.33,No,No,Male,Direct,3,Hyderabad,34.0,6,Joined
8263,3497594,No,0,30,E1,31.58,18.42,-10.0,No,No,Male,Direct,5,Chennai,34.0,7,Joined
8264,3497650,Yes,9,30,E2,7.14,9.52,2.22,No,No,Male,Direct,6,Chennai,34.0,7,Joined
8265,3497668,Yes,12,30,E1,40.0,37.5,-1.79,No,No,Male,Agency,3,Chennai,34.0,1,Joined
8266,3497764,No,25,60,E2,50.0,37.5,-8.33,No,Yes,Male,Direct,2,Noida,34.0,2,Joined
8267,3501369,No,1,30,E1,22.81,22.81,0.0,No,Yes,Male,Direct,4,Chennai,34.0,7,Joined
8268,3501381,Yes,30,30,E1,21.57,21.57,0.0,No,Yes,Male,Direct,3,Noida,34.0,7,Joined
8269,3501391,Yes,49,30,E1,22.81,22.81,0.0,No,No,Male,Direct,4,Noida,34.0,7,Not Joined
8270,3501448,No,1,0,E1,66.67,44.0,-13.6,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8271,3501495,Yes,8,30,E1,42.86,71.43,20.0,No,No,Male,Employee Referral,2,Bangalore,34.0,7,Joined
8272,3501660,No,34,30,E1,27.91,16.28,-9.09,No,No,Male,Direct,6,Bangalore,34.0,7,Joined
8273,3501672,Yes,1,30,E1,36.36,40.91,3.33,No,No,Male,Employee Referral,2,Bangalore,34.0,7,Not Joined
8274,3501746,Yes,2,0,E1,94.44,23.61,-36.43,No,No,Male,Employee Referral,3,Chennai,34.0,1,Not Joined
8275,3501790,No,20,30,E1,30.0,25.0,-3.85,No,Yes,Male,Direct,4,Chennai,34.0,6,Joined
8276,3505553,No,1,0,E1,50.0,65.0,10.0,No,No,Female,Agency,1,Chennai,34.0,2,Joined
8277,3505717,No,2,0,E1,120.0,100.0,-9.09,No,No,Female,Direct,1,Noida,34.0,2,Joined
8278,3505775,Yes,20,0,E1,26.98,42.86,12.5,No,No,Male,Agency,1,Chennai,34.0,2,Joined
8279,3505796,No,4,30,E1,33.33,120.0,65.0,No,No,Male,Direct,4,Bangalore,34.0,2,Joined
8280,3505802,No,0,30,E2,66.67,65.0,-1.0,No,No,Male,Agency,5,Chennai,34.0,2,Joined
8281,3505828,Yes,2,0,E1,66.67,73.33,4.0,No,No,Male,Direct,1,Chennai,34.0,2,Not Joined
8282,3506012,Yes,25,0,E1,77.51,77.51,0.0,Yes,No,Male,Direct,3,Chennai,34.0,8,Not Joined
8283,3506013,No,13,60,E1,51.11,22.22,-19.12,Yes,Yes,Male,Agency,3,Chennai,34.0,1,Joined
8284,3506052,No,3,0,E1,66.67,44.0,-13.6,No,No,Male,Agency,2,Noida,34.0,2,Joined
8285,3506055,No,0,30,E1,46.67,44.0,-1.82,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8286,3506184,Yes,7,0,E1,108.33,108.33,0.0,No,No,Male,Direct,5,Bangalore,34.0,1,Joined
8287,3506208,Yes,41,30,E2,20.0,6.67,-11.11,No,No,Male,Employee Referral,7,Noida,34.0,5,Joined
8288,3506260,No,1,0,E1,33.33,0.0,-25.0,No,No,Male,Direct,3,Chennai,34.0,2,Joined
8289,3506338,Yes,13,30,E2,31.25,34.38,2.38,No,No,Male,Employee Referral,3,Noida,34.0,2,Joined
8290,3506342,No,7,0,E1,57.89,44.74,-8.33,No,Yes,Male,Agency,2,Chennai,34.0,1,Joined
8291,3506392,No,11,30,E1,47.06,52.94,4.0,No,Yes,Male,Agency,4,Chennai,34.0,1,Joined
8292,3506424,No,2,0,E1,81.82,87.88,3.33,Yes,No,Male,Direct,4,Noida,34.0,7,Not Joined
8293,3506541,Yes,11,0,E1,50.0,-2.5,-35.0,No,No,Male,Agency,1,Noida,34.0,2,Not Joined
8294,3506565,No,4,30,E1,42.86,42.86,0.0,No,No,Male,Direct,2,Chennai,34.0,1,Joined
8295,3506571,No,6,45,E1,31.58,31.58,0.0,No,No,Male,Direct,3,Chennai,34.0,1,Joined
8296,3506582,No,6,30,E1,107.47,76.35,-15.0,No,No,Male,Direct,2,Chennai,34.0,1,Joined
8297,3506608,No,6,45,E1,177.78,177.78,0.0,No,No,Male,Direct,3,Chennai,34.0,1,Joined
8298,3506643,Yes,12,30,E1,30.0,42.86,9.89,No,Yes,Female,Direct,3,Chennai,34.0,6,Joined
8299,3506660,No,4,30,E1,42.11,52.63,7.41,No,Yes,Male,Agency,3,Noida,34.0,6,Joined
8300,3506678,Yes,39,60,E1,-7.69,-7.69,0.0,No,No,Male,Agency,3,Noida,34.0,6,Joined
8301,3506764,Yes,8,90,E2,69.81,36.79,-19.44,No,No,Male,Agency,7,Chennai,34.0,2,Joined
8302,3507356,Yes,29,30,E2,37.5,37.5,0.0,No,No,Male,Employee Referral,9,Chennai,34.0,6,Joined
8303,3510881,No,3,30,E2,39.53,51.16,8.33,No,Yes,Male,Agency,4,Chennai,34.0,2,Joined
8304,3510932,Yes,31,30,E1,131.48,62.04,-30.0,No,Yes,Male,Direct,2,Chennai,34.0,1,Joined
8305,3511007,No,10,30,E1,65.71,57.14,-5.17,No,No,Male,Agency,3,Chennai,34.0,1,Not Joined
8306,3511039,Yes,7,30,E1,42.86,60.71,12.5,No,No,Female,Agency,2,Chennai,34.0,1,Joined
8307,3511052,Yes,19,0,E1,66.67,66.67,0.0,No,No,Female,Agency,2,Chennai,34.0,1,Joined
8308,3511165,No,3,45,E1,11.11,-1.11,-11.0,No,No,Male,Agency,2,Chennai,34.0,1,Not Joined
8309,3511222,No,1,30,E1,100.0,100.0,0.0,No,No,Male,Agency,2,Chennai,34.0,4,Joined
8310,3511274,No,1,30,E1,50.0,25.0,-16.67,No,No,Male,Agency,1,Noida,34.0,2,Joined
8311,3511327,Yes,1,30,E1,25.0,-25.0,-40.0,No,No,Male,Direct,2,Chennai,34.0,2,Joined
8312,3511350,Yes,5,30,E2,30.77,26.92,-2.94,Yes,Yes,Male,Direct,4,Bangalore,34.0,7,Joined
8313,3511385,Yes,10,30,E2,39.57,39.57,0.0,No,No,Male,Direct,5,Mumbai,34.0,4,Not Joined
8314,3511425,Yes,23,30,E2,38.46,22.47,-11.55,No,No,Male,Direct,6,Bangalore,34.0,2,Joined
8315,3511455,No,6,0,E1,5.0,10.0,4.76,No,No,Male,Employee Referral,2,Noida,34.0,5,Joined
8316,3511484,Yes,1,30,E2,11.22,33.47,20.0,No,No,Male,Agency,7,Chennai,34.0,2,Joined
8317,3511533,Yes,17,30,E2,27.25,3.39,-18.75,No,No,Male,Direct,6,Noida,34.0,1,Joined
8318,3511549,No,2,30,E1,21.62,27.03,4.44,No,No,Male,Direct,3,Bangalore,34.0,4,Joined
8319,3511553,No,2,0,E2,36.45,36.45,0.0,No,No,Female,Direct,7,Mumbai,34.0,4,Joined
8320,3511637,No,8,30,E1,33.33,44.44,8.33,No,No,Female,Employee Referral,6,Noida,34.0,5,Joined
8321,3511777,Yes,2,0,E2,56.9,60.92,2.56,Yes,No,Male,Direct,7,Chennai,34.0,7,Joined
8322,3511952,Yes,7,0,E1,35.8,23.46,-9.09,Yes,No,Male,Direct,6,Chennai,34.0,1,Joined
8323,3511954,No,1,0,E1,53.71,53.71,0.0,Yes,Yes,Male,Direct,3,Noida,34.0,7,Joined
8324,3511972,No,8,60,E2,7.2,7.2,0.0,No,Yes,Male,Direct,10,Hyderabad,34.0,4,Joined
8325,3512039,No,2,30,E1,50.0,83.33,22.22,No,No,Male,Direct,3,Bangalore,34.0,6,Joined
8326,3512058,No,4,60,E2,17.65,7.84,-8.33,Yes,No,Male,Direct,14,Noida,34.0,2,Not Joined
8327,3512195,Yes,34,30,E1,25.86,3.45,-17.81,No,Yes,Male,Direct,8,Noida,34.0,7,Joined
8328,3512233,Yes,43,30,E1,52.78,25.0,-18.18,No,No,Male,Employee Referral,2,Chennai,34.0,1,Joined
8329,3512476,Yes,45,60,E2,40.0,29.07,-7.81,No,No,Male,Direct,5,Noida,34.0,2,Joined
8330,3512539,Yes,11,30,E1,93.55,61.29,-16.67,No,No,Male,Direct,3,Noida,34.0,1,Joined
8331,3512584,Yes,28,30,E2,42.86,42.86,0.0,No,Yes,Male,Employee Referral,5,Chennai,34.0,2,Joined
8332,3512613,Yes,29,30,E2,30.0,4.0,-20.0,Yes,No,Male,Direct,6,Chennai,34.0,6,Joined
8333,3513100,No,3,0,E1,46.67,44.0,-1.82,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8334,3516384,No,0,0,E1,46.67,44.0,-1.82,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8335,3516640,No,5,0,E1,52.78,25.0,-18.18,Yes,No,Female,Agency,5,Hyderabad,34.0,7,Joined
8336,3516650,Yes,35,30,E1,40.0,30.0,-7.14,No,No,Female,Direct,4,Noida,34.0,6,Joined
8337,3516974,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Direct,6,Chennai,34.0,6,Joined
8338,3517096,Yes,0,45,E2,36.36,36.36,0.0,Yes,No,Male,Employee Referral,6,Mumbai,34.0,2,Joined
8339,3517098,Yes,6,30,E2,71.43,71.43,0.0,No,No,Male,Direct,6,Bangalore,34.0,1,Not Joined
8340,3517103,No,8,30,E1,114.29,114.29,0.0,No,No,Male,Direct,4,Chennai,34.0,6,Joined
8341,3517225,Yes,39,30,E2,38.46,38.46,0.0,Yes,No,Male,Direct,8,Hyderabad,34.0,7,Joined
8342,3517315,No,3,0,E2,66.67,58.33,-5.0,No,No,Male,Employee Referral,5,Noida,34.0,2,Joined
8343,3517448,No,0,30,E1,66.67,50.0,-10.0,No,No,Male,Direct,2,Mumbai,34.0,2,Joined
8344,3517486,Yes,42,0,E2,30.0,50.0,15.38,No,No,Male,Direct,7,Kolkata,34.0,7,Joined
8345,3517522,Yes,3,45,E2,33.33,40.0,5.0,No,No,Male,Direct,7,Kolkata,34.0,7,Joined
8346,3517523,Yes,27,30,E2,66.67,66.67,0.0,Yes,No,Female,Direct,4,Bangalore,34.0,6,Joined
8347,3518006,No,0,45,E2,48.15,48.15,0.0,No,No,Male,Employee Referral,3,Noida,34.0,2,Not Joined
8348,3518137,No,0,0,E2,80.0,80.0,0.0,No,No,Male,Direct,4,Chennai,34.0,2,Joined
8349,3523729,No,1,0,E2,57.14,39.29,-11.36,No,Yes,Female,Direct,7,Noida,34.0,7,Joined
8350,3523929,Yes,0,0,E1,33.33,20.0,-10.0,No,No,Female,Direct,1,Noida,34.0,2,Joined
8351,3523944,Yes,4,0,E1,50.0,-10.0,-40.0,No,No,Male,Direct,1,Noida,34.0,2,Joined
8352,3524328,Yes,11,45,E2,44.16,32.15,-8.33,No,No,Male,Employee Referral,3,Noida,34.0,2,Joined
8353,3524366,No,0,0,E1,38.1,38.1,0.0,No,Yes,Male,Employee Referral,4,Noida,34.0,7,Joined
8354,3524433,No,6,0,E2,55.56,66.67,7.14,No,No,Male,Direct,6,Chennai,34.0,1,Joined
8355,3524493,Yes,6,30,E1,25.0,-31.25,-45.0,No,Yes,Male,Direct,4,Chennai,34.0,8,Joined
8356,3524500,Yes,9,0,E1,25.0,-12.5,-30.0,No,Yes,Male,Direct,5,Chennai,34.0,8,Joined
8357,3524552,Yes,11,30,E1,72.73,104.55,18.42,No,No,Male,Direct,2,Mumbai,34.0,2,Joined
8358,3524562,Yes,10,60,E1,58.45,25.0,-21.11,No,No,Male,Direct,2,Noida,34.0,1,Joined
8359,3524610,No,3,30,E1,66.67,61.11,-3.33,No,No,Male,Direct,3,Bangalore,34.0,6,Joined
8360,3524671,Yes,34,60,E3,21.43,28.57,5.88,No,No,Male,Direct,5,Noida,34.0,2,Joined
8361,3524739,No,1,0,E1,46.67,33.33,-9.09,No,No,Male,Agency,1,Noida,34.0,2,Joined
8362,3524745,Yes,7,30,E1,44.74,44.74,0.0,No,No,Male,Direct,3,Chennai,34.0,1,Joined
8363,3524766,No,33,30,E2,38.1,37.14,-0.69,Yes,No,Male,Direct,6,Chennai,34.0,6,Joined
8364,3524769,No,0,45,E1,105.88,105.88,0.0,No,No,Female,Direct,2,Chennai,34.0,1,Joined
8365,3524771,No,11,0,E1,29.03,20.97,-6.25,No,No,Male,Employee Referral,3,Chennai,34.0,1,Joined
8366,3524781,No,4,30,E1,33.33,33.33,0.0,No,Yes,Male,Direct,2,Noida,34.0,2,Joined
8367,3524803,Yes,12,30,E2,0.0,7.0,7.0,No,No,Female,Direct,6,Mumbai,34.0,4,Joined
8368,3524834,No,2,30,E1,33.33,33.34,0.0,No,No,Male,Direct,3,Chennai,34.0,2,Joined
8369,3524843,Yes,24,60,E1,83.67,83.67,0.0,Yes,No,Male,Direct,2,Chennai,34.0,1,Joined
8370,3524848,Yes,16,30,E1,178.57,42.86,-48.72,No,No,Male,Direct,1,Bangalore,34.0,1,Joined
8371,3524979,Yes,10,60,E1,129.17,81.25,-20.91,Yes,No,Male,Direct,3,Chennai,34.0,1,Joined
8372,3525111,No,24,30,E2,50.0,50.0,0.0,No,No,Female,Direct,4,Bangalore,34.0,2,Joined
8373,3525245,Yes,17,30,E1,42.86,42.86,0.0,No,No,Male,Direct,4,Noida,34.0,2,Joined
8374,3525306,No,29,30,E1,108.33,108.33,0.0,No,No,Male,Direct,2,Chennai,34.0,1,Joined
8375,3526350,No,27,30,E2,66.67,91.67,15.0,No,No,Male,Employee Referral,6,Noida,34.0,2,Joined
8376,3528857,No,0,0,E2,0.0,14.29,14.29,No,Yes,Female,Employee Referral,7,Chennai,34.0,1,Joined
8377,3529261,Yes,3,30,E2,50.0,50.0,0.0,No,No,Female,Employee Referral,8,Noida,34.0,2,Joined
8378,3529428,No,1,30,E1,33.33,20.0,-10.0,No,No,Female,Direct,1,Noida,34.0,2,Joined
8379,3529443,Yes,12,0,E1,131.48,108.33,-10.0,No,No,Male,Direct,1,Bangalore,34.0,1,Joined
8380,3529480,Yes,37,30,E1,38.46,53.85,11.11,No,No,Male,Employee Referral,3,Mumbai,34.0,2,Joined
8381,3529489,No,0,30,E1,100.0,8.0,-46.0,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8382,3529604,Yes,24,45,E1,36.36,75.76,28.89,No,No,Male,Direct,3,Noida,34.0,6,Joined
8383,3529704,Yes,10,45,E1,29.86,44.93,11.61,No,No,Male,Employee Referral,5,Bangalore,34.0,1,Joined
8384,3529735,No,31,60,E2,30.0,29.17,-0.64,No,No,Male,Agency,6,Chennai,34.0,2,Joined
8385,3529902,Yes,16,30,E3,28.29,44.76,12.84,No,No,Male,Employee Referral,7,Mumbai,34.0,2,Joined
8386,3529927,Yes,34,60,E2,0.0,-2.17,-2.17,No,Yes,Male,Employee Referral,9,Chennai,34.0,1,Joined
8387,3530033,Yes,7,0,E1,58.73,42.86,-10.0,No,Yes,Male,Direct,0,Bangalore,34.0,1,Joined
8388,3530042,No,42,60,E2,65.38,53.85,-6.98,No,No,Male,Employee Referral,3,Noida,34.0,2,Joined
8389,3530240,No,0,0,E1,19.05,2.86,-13.6,No,No,Male,Employee Referral,2,Noida,34.0,2,Joined
8390,3530251,Yes,6,0,E1,66.67,83.33,10.0,No,No,Female,Direct,3,Noida,34.0,6,Joined
8391,3530364,No,5,60,E1,26.83,26.83,0.0,No,No,Male,Direct,4,Chennai,34.0,1,Joined
8392,3530434,No,2,30,E1,15.38,15.38,0.0,No,No,Female,Agency,4,Noida,34.0,3,Joined
8393,3530461,No,2,30,E1,40.0,25.0,-10.71,No,No,Male,Direct,4,Chennai,34.0,6,Joined
8394,3530471,Yes,4,0,E1,40.0,20.0,-14.29,No,No,Male,Direct,3,Chennai,34.0,6,Joined
8395,3530476,No,14,0,E2,57.14,50.0,-4.55,No,No,Female,Employee Referral,10,Chennai,34.0,3,Joined
8396,3530596,No,1,0,E1,75.0,75.0,0.0,No,No,Male,Employee Referral,4,Chennai,34.0,3,Joined
8397,3530641,Yes,25,30,E2,25.0,17.79,-5.77,Yes,No,Male,Employee Referral,8,Bangalore,34.0,8,Joined
8398,3530648,No,2,0,E2,42.86,53.57,7.5,No,No,Female,Employee Referral,3,Noida,34.0,2,Joined
8399,3530857,Yes,20,0,E2,134.74,76.06,-25.0,No,No,Male,Employee Referral,12,Mumbai,34.0,2,Joined
8400,3533612,Yes,35,30,E1,33.33,44.0,8.0,No,Yes,Male,Direct,4,Noida,34.0,7,Joined
8401,3533962,No,8,60,E2,58.73,34.92,-15.0,No,No,Male,Employee Referral,6,Noida,34.0,5,Not Joined
8402,3533998,Yes,5,0,E1,18.18,18.18,0.0,No,No,Female,Employee Referral,4,Bangalore,34.0,6,Joined
8403,3534047,No,3,0,E2,1.75,1.75,0.0,No,No,Male,Direct,7,Noida,34.0,2,Joined
8404,3534063,No,5,0,E1,46.67,44.0,-1.82,No,No,Female,Employee Referral,1,Noida,34.0,2,Joined
8405,3534071,No,4,0,E1,46.67,76.36,20.25,No,No,Male,Employee Referral,2,Noida,34.0,2,Joined
8406,3534154,No,3,30,E1,80.0,80.0,0.0,No,No,Male,Employee Referral,2,Noida,34.0,2,Joined
8407,3536030,No,20,0,E2,66.67,133.33,40.0,No,No,Male,Employee Referral,7,Noida,34.0,2,Joined
8408,3537308,Yes,36,30,E2,23.38,29.87,5.26,Yes,Yes,Male,Direct,8,Noida,34.0,7,Joined
8409,3537336,Yes,3,30,E1,50.0,25.0,-16.67,No,No,Female,Agency,1,Chennai,34.0,2,Joined
8410,3537383,No,3,30,E1,46.67,44.0,-1.82,No,Yes,Female,Agency,1,Noida,34.0,2,Joined
8411,3537428,Yes,37,30,E1,25.0,20.0,-4.0,No,No,Male,Agency,1,Hyderabad,34.0,2,Joined
8412,3537464,Yes,35,30,E1,33.33,5.0,-21.25,No,No,Male,Agency,4,Bangalore,34.0,1,Joined
8413,3537510,Yes,34,30,E2,36.36,22.73,-10.0,No,No,Male,Agency,6,Bangalore,34.0,1,Joined
8414,3537542,Yes,11,30,E1,22.22,26.67,3.64,No,No,Male,Agency,4,Bangalore,34.0,1,Not Joined
8415,3537582,No,6,30,E1,30.95,30.95,0.0,No,No,Male,Agency,5,Bangalore,34.0,1,Joined
8416,3537586,Yes,26,0,E1,36.0,36.0,0.0,No,No,Male,Agency,2,Chennai,34.0,1,Joined
8417,3537648,Yes,7,0,E1,66.67,100.0,20.0,No,No,Male,Direct,3,Hyderabad,34.0,2,Joined
8418,3537666,No,1,30,E1,44.74,26.32,-12.73,No,No,Female,Direct,4,Chennai,34.0,1,Joined
8419,3537676,Yes,2,45,E1,20.0,30.0,8.33,No,No,Male,Agency,3,Chennai,34.0,1,Not Joined
8420,3537696,No,1,30,E1,81.52,46.86,-19.09,No,Yes,Male,Agency,2,Chennai,34.0,1,Joined
8421,3537703,No,2,30,E1,33.33,20.0,-10.0,No,No,Female,Direct,1,Noida,34.0,2,Joined
8422,3537723,No,4,0,E1,0.0,28.0,28.0,No,No,Female,Agency,3,Chennai,34.0,1,Joined
8423,3537764,No,8,30,E1,73.33,60.0,-7.69,Yes,No,Male,Agency,3,Pune,34.0,1,Not Joined
8424,3537790,Yes,19,30,E2,5.26,2.63,-2.5,Yes,No,Female,Direct,7,Noida,34.0,1,Joined
8425,3537793,No,17,30,E1,53.85,34.62,-12.5,No,No,Male,Direct,2,Noida,34.0,1,Joined
8426,3537839,No,2,0,E2,9.41,4.12,-4.84,No,Yes,Male,Agency,6,Chennai,34.0,1,Joined
8427,3537842,Yes,16,0,E2,17.53,37.12,16.67,Yes,Yes,Male,Employee Referral,6,Noida,34.0,7,Joined
8428,3537851,Yes,22,30,E1,50.0,45.0,-3.33,No,No,Male,Direct,3,Hyderabad,34.0,8,Joined
8429,3537953,No,9,30,E1,27.14,27.14,0.0,No,No,Male,Employee Referral,3,Bangalore,34.0,1,Joined
8430,3537988,Yes,7,60,E1,52.78,61.11,5.45,Yes,No,Female,Direct,3,Bangalore,34.0,6,Joined
8431,3538015,Yes,28,0,E1,33.33,50.0,12.5,No,Yes,Male,Direct,5,Hyderabad,34.0,8,Joined
8432,3538021,Yes,21,60,E2,20.0,30.0,8.33,Yes,No,Male,Direct,7,Chennai,34.0,1,Joined
8433,3538171,Yes,9,30,E1,40.38,48.08,5.48,No,No,Male,Agency,4,Chennai,34.0,6,Joined
8434,3538180,Yes,31,30,E1,56.0,20.0,-23.08,No,No,Male,Agency,6,Chennai,34.0,6,Joined
8435,3538184,No,3,0,E2,100.0,110.0,5.0,No,No,Male,Employee Referral,4,Chennai,34.0,2,Joined
8436,3538193,No,30,30,E2,79.49,79.49,0.0,No,No,Male,Direct,2,Chennai,34.0,2,Not Joined
8437,3538273,Yes,13,0,E2,25.18,25.18,0.0,No,No,Male,Employee Referral,7,Noida,34.0,7,Joined
8438,3538356,Yes,20,30,E2,26.67,-13.33,-31.58,No,No,Male,Direct,5,Noida,34.0,2,Not Joined
8439,3538374,Yes,25,30,E2,26.67,-20.0,-36.84,No,Yes,Male,Direct,5,Noida,34.0,2,Joined
8440,3538567,No,6,30,E1,83.67,83.67,0.0,No,No,Male,Employee Referral,2,Chennai,34.0,1,Joined
8441,3538596,Yes,4,30,E2,13.04,30.43,15.38,Yes,Yes,Male,Direct,8,Chennai,34.0,8,Joined
8442,3538628,No,1,30,E1,25.0,-10.0,-28.0,No,No,Male,Direct,1,Chennai,34.0,2,Joined
8443,3538635,No,6,30,E2,18.41,-12.37,-26.0,Yes,No,Male,Employee Referral,10,Bangalore,34.0,5,Not Joined
8444,3538811,No,14,0,E2,17.57,17.57,0.0,No,No,Male,Employee Referral,5,Noida,34.0,2,Joined
8445,3540194,Yes,28,60,E1,75.68,75.68,0.0,Yes,Yes,Male,Employee Referral,3,Noida,34.0,7,Joined
8446,3544439,Yes,23,30,E2,77.78,33.33,-25.0,No,No,Male,Agency,5,Chennai,34.0,2,Joined
8447,3544465,No,21,0,E2,20.06,4.52,-12.94,Yes,No,Male,Employee Referral,11,Bangalore,34.0,5,Joined
8448,3544483,No,3,30,E1,22.22,55.56,27.27,No,Yes,Male,Employee Referral,4,Noida,34.0,7,Joined
8449,3544726,Yes,1,30,E1,25.0,-10.0,-28.0,No,No,Male,Direct,1,Ahmedabad,34.0,2,Not Joined
8450,3544822,No,3,30,E1,36.0,-20.0,-41.18,No,No,Male,Direct,1,Mumbai,34.0,2,Joined
8451,3544845,No,1,30,E1,38.46,34.62,-2.78,No,No,Male,Direct,3,Kolkata,34.0,7,Joined
8452,3544858,No,13,30,E1,67.08,42.86,-14.5,No,No,Male,Direct,4,Others,34.0,2,Joined
8453,3544919,No,4,0,E1,25.0,30.0,4.0,No,No,Male,Direct,1,Chennai,34.0,2,Joined
8454,3544926,No,15,45,E1,30.0,40.0,7.69,No,No,Male,Direct,4,Kolkata,34.0,7,Not Joined
8455,3544963,No,4,0,E1,25.0,25.0,0.0,No,No,Female,Direct,1,Chennai,34.0,2,Joined
8456,3545073,Yes,14,30,E1,27.91,27.91,0.0,No,Yes,Male,Employee Referral,4,Chennai,34.0,6,Joined
8457,3545155,No,2,30,E1,57.14,64.29,4.55,No,No,Male,Agency,4,Chennai,34.0,1,Joined
8458,3545160,Yes,5,60,E1,66.67,50.0,-10.0,No,No,Male,Agency,2,Chennai,34.0,1,Joined
8459,3545274,No,28,30,E1,25.0,25.0,0.0,No,Yes,Male,Direct,2,Hyderabad,34.0,2,Joined
8460,3545294,Yes,28,30,E1,64.71,52.94,-7.14,No,Yes,Male,Employee Referral,3,Bangalore,34.0,1,Joined
8461,3545376,Yes,20,30,E1,19.05,23.81,4.0,Yes,No,Female,Direct,3,Noida,34.0,7,Joined
8462,3545588,No,0,30,E1,53.85,38.46,-10.0,No,No,Male,Direct,3,Mumbai,34.0,2,Joined
8463,3545746,No,27,30,E1,11.11,11.11,0.0,No,Yes,Female,Direct,2,Kolkata,34.0,7,Joined
8464,3545999,Yes,5,45,E1,20.0,10.0,-8.33,No,No,Male,Direct,3,Chennai,34.0,8,Joined
8465,3546090,Yes,11,30,E2,36.36,36.36,0.0,No,No,Male,Employee Referral,6,Chennai,34.0,2,Joined
8466,3547515,No,1,0,E1,46.67,44.0,-1.82,No,No,Male,Employee Referral,1,Noida,34.0,2,Joined
8467,3576106,Yes,39,30,E2,36.36,55.45,14.0,No,No,Male,Employee Referral,6,Hyderabad,34.0,6,Joined
8468,3576681,No,24,45,E1,144.57,144.57,0.0,No,No,Male,Direct,3,Bangalore,34.0,4,Joined
8469,3576784,No,2,30,E1,52.03,35.14,-11.11,No,Yes,Male,Agency,2,Chennai,34.0,1,Joined
8470,3577070,No,8,30,E1,4.21,-6.21,-10.0,No,No,Female,Direct,2,Chennai,34.0,1,Joined
8471,3577108,No,16,30,E1,44.44,-44.44,-61.54,No,No,Female,Direct,3,Mumbai,34.0,2,Joined
8472,3577117,No,1,0,E2,44.44,-17.78,-43.08,No,No,Male,Employee Referral,3,Mumbai,34.0,2,Joined
8473,3577122,Yes,7,30,E2,44.44,37.78,-4.62,No,No,Male,Direct,3,Mumbai,34.0,2,Not Joined
8474,3577175,Yes,5,30,E2,19.05,19.05,0.0,No,No,Female,Direct,7,Hyderabad,34.0,4,Joined
8475,3577229,Yes,40,30,E2,45.45,45.45,0.0,No,No,Female,Direct,6,Mumbai,34.0,4,Joined
8476,3577320,Yes,40,45,E1,33.33,48.89,11.67,No,No,Male,Employee Referral,3,Chennai,34.0,6,Not Joined
8477,3577361,No,18,30,E1,112.77,70.21,-20.0,No,No,Male,Direct,3,Chennai,34.0,1,Joined
8478,3577383,Yes,3,0,E2,42.86,42.86,0.0,No,No,Female,Employee Referral,6,Bangalore,34.0,6,Joined
8479,3577521,Yes,18,0,E1,55.56,33.33,-14.29,No,No,Male,Employee Referral,4,Noida,34.0,1,Joined
8480,3577568,Yes,7,30,E1,50.0,56.25,4.17,No,No,Male,Agency,3,Bangalore,34.0,1,Joined
8481,3577590,No,19,30,E1,11.11,11.11,0.0,No,Yes,Male,Employee Referral,2,Kolkata,34.0,7,Joined
8482,3577701,No,25,30,E2,31.07,-5.34,-27.78,No,Yes,Male,Direct,6,Bangalore,34.0,7,Joined
8483,3577724,No,1,0,E1,50.0,20.0,-20.0,No,No,Male,Agency,1,Chennai,34.0,2,Joined
8484,3577947,No,0,0,E1,0.0,42.86,42.86,No,Yes,Female,Employee Referral,4,Chennai,34.0,1,Joined
8485,3577965,Yes,3,30,E3,21.74,17.15,-3.77,Yes,No,Male,Agency,6,Noida,34.0,2,Joined
8486,3578191,Yes,5,45,E1,44.44,37.78,-4.62,No,No,Male,Employee Referral,5,Noida,34.0,1,Not Joined
8487,3578241,No,2,0,E1,46.67,66.67,13.64,No,No,Male,Employee Referral,2,Noida,34.0,2,Joined
8488,3582300,Yes,11,0,E2,66.67,66.67,0.0,No,No,Male,Employee Referral,3,Noida,34.0,2,Joined
8489,3582374,No,2,30,E1,191.67,122.22,-23.81,No,No,Male,Agency,2,Bangalore,34.0,1,Not Joined
8490,3582561,No,12,30,E1,62.5,50.0,-7.69,No,Yes,Male,Direct,3,Noida,34.0,6,Joined
8491,3582667,No,17,45,E1,11.25,11.25,0.0,No,No,Male,Direct,4,Noida,34.0,5,Joined
8492,3582790,Yes,8,30,E1,41.18,38.82,-1.67,No,No,Male,Direct,3,Noida,34.0,1,Joined
